username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
walkirior|2014-09-16 15:57|0|0|"@vertiseguros @Angela_Quiles Es el timo de Vertí .Me ha pasado lo mismo.tengo un bmw en garantía y me lo hacen llevar a la Opel.Una y no más."||@vertiseguros @Angela_Quiles||"511876626289016832"|https://twitter.com/walkirior/status/511876626289016832
fersmaia_|2012-09-19 03:00|0|0|"éh, foi vertitimo !"||||"248225076384784385"|https://twitter.com/fersmaia_/status/248225076384784385
crisbocata|2012-06-03 21:02|2|0|"Jajajaja últimamente es todo VERTI : VERdadero TImo jajajaja"||||"209359427940265987"|https://twitter.com/crisbocata/status/209359427940265987
OneJensen|2012-06-03 19:38|14|6|"Si contratáis un seguro con Verti y resulta ser un timo , será muy gracioso decir que os advertí."||||"209338217198125057"|https://twitter.com/OneJensen/status/209338217198125057
fjmaroto|2011-05-05 12:10|0|0|"seguro del coche cambiado a verti , me sale por menos de la mitad, ahora solo espero que no sea un timo"||||"66082427684143104"|https://twitter.com/fjmaroto/status/66082427684143104
